16:19:22.385, 0, 2.81079, 2.107427, None
16:19:22.962, 0, 2.81079, 2.107427, None
16:19:22.964, 0, 2.81079, 2.107427, None
16:19:22.997, 0, 2.81079, 2.107427, None
16:19:22.999, 0, 2.81079, 2.107427, None
16:19:23.001, 0, 2.81079, 2.107427, None
16:19:23.009, 0, 2.81079, 2.107427, None
16:19:23.014, 0, 2.81079, 2.107427, None
16:19:23.022, 0, 2.81079, 2.107427, None
16:19:23.032, 0, 2.81079, 2.107427, None
16:19:23.044, 0, 2.81079, 2.107427, None
16:19:23.054, 0, 2.81079, 2.107427, None
16:19:23.063, 0, 2.81079, 2.107427, None
16:19:23.079, 0, 2.81079, 2.107427, None
16:19:23.089, 0, 2.81079, 2.107427, None
16:19:23.105, 0, 2.81079, 2.107427, None
16:19:23.107, 0, 2.81079, 2.107427, None
16:19:23.119, 0, 2.81079, 2.107427, None
16:19:23.126, 0, 2.81079, 2.107427, None
16:19:23.134, 0, 2.81079, 2.107427, None
16:19:23.143, 0, 2.81079, 2.107427, None
16:19:23.155, 0, 2.81079, 2.107427, None
16:19:23.163, 0, 2.81079, 2.107427, None
16:19:23.174, 0, 2.81079, 2.107427, None
16:19:23.183, 0, 2.81079, 2.107427, None
16:19:23.193, 0, 2.81079, 2.107427, None
16:19:23.205, 0, 2.81079, 2.107427, None
16:19:23.214, 0, 2.81079, 2.107427, None
16:19:23.224, 0, 2.81079, 2.107427, None
16:19:23.235, 0, 2.81079, 2.107427, None
16:19:23.245, 0, 2.81079, 2.107427, None
16:19:23.254, 0, 2.81079, 2.107427, None
16:19:23.263, 0, 2.81079, 2.107427, None
16:19:23.272, 0, 2.81079, 2.107427, None
16:19:23.285, 0, 2.81079, 2.107427, None
16:19:23.294, 0, 2.81079, 2.107427, None
16:19:23.303, 0, 2.81079, 2.107427, None
16:19:23.313, 0, 2.81079, 2.107427, None
16:19:23.322, 0, 2.81079, 2.107427, None
16:19:23.333, 0, 2.81079, 2.107427, None
16:19:23.343, 0, 2.81079, 2.107427, None
16:19:23.353, 0, 2.81079, 2.107427, None
16:19:23.364, 0, 2.81079, 2.107427, None
16:19:23.373, 0, 2.81079, 2.107427, None
16:19:23.382, 0, 2.81079, 2.107427, None
16:19:23.392, 0, 2.81079, 2.107427, None
16:19:23.403, 0, 2.81079, 2.107427, None
16:19:23.416, 0, 2.81079, 2.107427, None
16:19:23.426, 0, 2.81079, 2.107427, None
16:19:23.435, 0, 2.81079, 2.107427, None
16:19:23.443, 0, 2.81079, 2.107427, None
16:19:23.453, 0, 2.81079, 2.107427, None
16:19:23.463, 0, 2.81079, 2.107427, None
16:19:23.473, 0, 2.81079, 2.107427, None
16:19:23.482, 0, 2.81079, 2.107427, None
16:19:23.493, 0, 2.81079, 2.107427, None
16:19:23.503, 0, 2.81079, 2.107427, None
16:19:23.515, 0, 2.81079, 2.107427, None
16:19:23.523, 0, 2.81079, 2.107427, None
16:19:23.534, 0, 2.81079, 2.107427, None
16:19:23.543, 0, 2.81079, 2.107427, None
16:19:23.555, 0, 2.81079, 2.107427, None
16:19:23.564, 0, 2.81079, 2.107427, None
16:19:23.575, 0, 2.81079, 2.107427, None
16:19:23.583, 0, 2.81079, 2.107427, None
16:19:23.594, 0, 2.81079, 2.107427, None
16:19:23.603, 0, 2.81079, 2.107427, None
16:19:23.612, 0, 2.81079, 2.107427, None
16:19:23.622, 0, 2.81079, 2.107427, None
16:19:23.632, 0, 2.81079, 2.107427, None
16:19:23.644, 0, 2.81079, 2.107427, None
16:19:23.654, 0, 2.81079, 2.107427, None
16:19:23.667, 0, 2.81079, 2.107427, None
16:19:23.673, 0, 2.81079, 2.107427, None
16:19:23.685, 0, 2.81079, 2.107427, None
